"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
496,"1","","2025-02-26T20:19:04.041130Z",495,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220050_436-0015.jpeg",1.176,"2025-02-26T20:19:04.041151Z"
497,"1","click","2025-02-26T20:19:06.620148Z",496,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220050_436-0016.jpeg",2.066,"2025-02-26T20:19:06.620172Z"
498,"1","","2025-02-26T20:19:08.025165Z",497,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220050_436-0017.jpeg",0.919,"2025-02-26T20:19:08.025187Z"
499,"1","","2025-02-26T20:19:09.686501Z",498,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220050_436-0018.jpeg",1.163,"2025-02-26T20:19:09.686524Z"
500,"1","whistle","2025-02-26T20:19:12.431129Z",499,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220050_436-0019.jpeg",2.247,"2025-02-26T20:19:12.431153Z"
501,"1","","2025-02-26T20:19:14.238982Z",500,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220050_436-0020.jpeg",1.321,"2025-02-26T20:19:14.239003Z"
502,"1","click","2025-02-26T20:19:17.068934Z",501,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0001.jpeg",2.328,"2025-02-26T20:19:17.068960Z"
503,"1","","2025-02-26T20:19:18.908247Z",502,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0002.jpeg",1.339,"2025-02-26T20:19:18.908268Z"
504,"1","","2025-02-26T20:19:20.647216Z",503,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0003.jpeg",1.243,"2025-02-26T20:19:20.647237Z"
505,"1","","2025-02-26T20:19:22.079916Z",504,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0004.jpeg",0.922,"2025-02-26T20:19:22.079939Z"
506,"1","click","2025-02-26T20:19:23.789620Z",505,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0005.jpeg",1.202,"2025-02-26T20:19:23.789641Z"
507,"1","","2025-02-26T20:19:25.383606Z",506,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0006.jpeg",1.075,"2025-02-26T20:19:25.383630Z"
508,"1","","2025-02-26T20:19:26.928188Z",507,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0007.jpeg",1.049,"2025-02-26T20:19:26.928213Z"
509,"1","","2025-02-26T20:19:29.652316Z",508,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0008.jpeg",2.133,"2025-02-26T20:19:29.652340Z"
510,"1","click","2025-02-26T20:19:31.762324Z",509,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0009.jpeg",1.599,"2025-02-26T20:19:31.762344Z"
511,"1","","2025-02-26T20:19:33.761078Z",510,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0010.jpeg",1.485,"2025-02-26T20:19:33.761098Z"
512,"1","","2025-02-26T20:19:35.147936Z",511,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0011.jpeg",0.984,"2025-02-26T20:19:35.147961Z"
513,"1","","2025-02-26T20:19:37.267391Z",512,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0012.jpeg",1.631,"2025-02-26T20:19:37.267415Z"
514,"1","whistle","2025-02-26T20:19:40.232364Z",513,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0013.jpeg",2.477,"2025-02-26T20:19:40.232390Z"
515,"1","","2025-02-26T20:19:41.887196Z",514,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0014.jpeg",1.138,"2025-02-26T20:19:41.887232Z"
516,"1","","2025-02-26T20:19:43.137620Z",515,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0015.jpeg",0.741,"2025-02-26T20:19:43.137643Z"
517,"1","click","2025-02-26T20:19:46.473465Z",516,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0016.jpeg",2.824,"2025-02-26T20:19:46.473496Z"
518,"1","","2025-02-26T20:54:07.727076Z",517,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0017.jpeg",12.454,"2025-02-26T20:54:07.727098Z"
519,"1","click","2025-02-26T20:54:13.937003Z",518,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0018.jpeg",5.909,"2025-02-26T20:54:13.937030Z"
520,"1","","2025-02-26T20:54:16.234645Z",519,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0019.jpeg",2.042,"2025-02-26T20:54:16.234669Z"
521,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:54:22.035475Z",520,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220150_436-0020.jpeg",5.556,"2025-02-26T20:54:22.035499Z"
522,"1","","2025-02-26T20:54:23.363765Z",521,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0001.jpeg",1.064,"2025-02-26T20:54:23.363789Z"
523,"1","","2025-02-26T20:54:30.517459Z",522,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0002.jpeg",6.895,"2025-02-26T20:54:30.517484Z"
524,"1","click","2025-02-26T20:54:35.459207Z",523,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0003.jpeg",4.683,"2025-02-26T20:54:35.459232Z"
525,"1","whistle","2025-02-26T20:54:39.375902Z",524,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0004.jpeg",3.664,"2025-02-26T20:54:39.375926Z"
526,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:54:42.303545Z",525,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0005.jpeg",2.673,"2025-02-26T20:54:42.303568Z"
527,"1","","2025-02-26T20:54:43.536647Z",526,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0006.jpeg",0.976,"2025-02-26T20:54:43.536680Z"
528,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:54:45.506439Z",527,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0007.jpeg",1.709,"2025-02-26T20:54:45.506460Z"
529,"1","","2025-02-26T20:54:47.828903Z",528,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0008.jpeg",2.063,"2025-02-26T20:54:47.828927Z"
530,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:54:50.166971Z",529,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0009.jpeg",2.071,"2025-02-26T20:54:50.166992Z"
531,"1","","2025-02-26T20:54:51.846502Z",530,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0010.jpeg",1.411,"2025-02-26T20:54:51.846524Z"
532,"1","","2025-02-26T20:54:53.020164Z",531,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0011.jpeg",0.912,"2025-02-26T20:54:53.020188Z"
533,"1","","2025-02-26T20:54:54.064635Z",532,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0012.jpeg",0.797,"2025-02-26T20:54:54.064658Z"
534,"1","","2025-02-26T20:54:55.015955Z",533,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0013.jpeg",0.698,"2025-02-26T20:54:55.015979Z"
535,"1","","2025-02-26T20:54:56.329999Z",534,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0014.jpeg",1.061,"2025-02-26T20:54:56.330023Z"
536,"1","","2025-02-26T20:54:57.494261Z",535,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0015.jpeg",0.912,"2025-02-26T20:54:57.494289Z"
537,"1","","2025-02-26T20:54:59.803882Z",536,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0016.jpeg",2.053,"2025-02-26T20:54:59.803906Z"
538,"1","","2025-02-26T20:55:01.301370Z",537,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0017.jpeg",1.245,"2025-02-26T20:55:01.301396Z"
539,"1","click","2025-02-26T20:55:02.719349Z",538,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0018.jpeg",1.154,"2025-02-26T20:55:02.719371Z"
540,"1","","2025-02-26T20:55:03.743212Z",539,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0019.jpeg",0.762,"2025-02-26T20:55:03.743233Z"
541,"1","","2025-02-26T20:55:04.617936Z",540,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220250_436-0020.jpeg",0.625,"2025-02-26T20:55:04.617959Z"
542,"1","","2025-02-26T20:55:05.485042Z",541,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0001.jpeg",0.606,"2025-02-26T20:55:05.485066Z"
543,"1","","2025-02-26T20:55:06.343456Z",542,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0002.jpeg",0.611,"2025-02-26T20:55:06.343482Z"
544,"1","click","2025-02-26T20:55:09.241528Z",543,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0003.jpeg",2.657,"2025-02-26T20:55:09.241549Z"
545,"1","","2025-02-26T20:55:11.339200Z",544,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0004.jpeg",1.8,"2025-02-26T20:55:11.339241Z"
546,"1","","2025-02-26T20:55:13.874519Z",545,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0005.jpeg",2.198,"2025-02-26T20:55:13.874541Z"
547,"1","","2025-02-26T20:55:14.857704Z",546,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0006.jpeg",0.726,"2025-02-26T20:55:14.857728Z"
548,"1","","2025-02-26T20:55:15.909101Z",547,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0007.jpeg",0.795,"2025-02-26T20:55:15.909126Z"
549,"1","","2025-02-26T20:55:17.441451Z",548,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0008.jpeg",1.275,"2025-02-26T20:55:17.441472Z"
550,"1","","2025-02-26T20:55:19.002529Z",549,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0009.jpeg",1.31,"2025-02-26T20:55:19.002562Z"
551,"1","","2025-02-26T20:55:20.093373Z",550,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0010.jpeg",0.838,"2025-02-26T20:55:20.093394Z"
552,"1","","2025-02-26T20:55:21.589539Z",551,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0011.jpeg",1.229,"2025-02-26T20:55:21.589575Z"
553,"1","","2025-02-26T20:55:22.923011Z",552,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0012.jpeg",1.054,"2025-02-26T20:55:22.923034Z"
554,"1","","2025-02-26T20:55:23.977145Z",553,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0013.jpeg",0.779,"2025-02-26T20:55:23.977166Z"
555,"1","click","2025-02-26T20:55:26.191307Z",554,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0014.jpeg",1.961,"2025-02-26T20:55:26.191332Z"
556,"1","whistle","2025-02-26T20:55:28.285025Z",555,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0015.jpeg",1.827,"2025-02-26T20:55:28.285049Z"
557,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:55:30.526787Z",556,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0016.jpeg",1.982,"2025-02-26T20:55:30.526809Z"
558,"1","whistle","2025-02-26T20:55:33.514034Z",557,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0017.jpeg",2.703,"2025-02-26T20:55:33.514058Z"
559,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:55:35.553076Z",558,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0018.jpeg",1.768,"2025-02-26T20:55:35.553098Z"
560,"1","","2025-02-26T20:55:36.962416Z",559,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0019.jpeg",1.141,"2025-02-26T20:55:36.962438Z"
561,"1","click","2025-02-26T20:55:38.793495Z",560,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220350_436-0020.jpeg",1.572,"2025-02-26T20:55:38.793516Z"
562,"1","","2025-02-26T20:55:40.991169Z",561,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0001.jpeg",1.919,"2025-02-26T20:55:40.991193Z"
563,"1","click","2025-02-26T20:55:49.801619Z",562,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0002.jpeg",8.525,"2025-02-26T20:55:49.801641Z"
564,"1","","2025-02-26T20:55:51.491474Z",563,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0003.jpeg",1.408,"2025-02-26T20:55:51.491498Z"
565,"1","","2025-02-26T20:55:52.661396Z",564,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0004.jpeg",0.91,"2025-02-26T20:55:52.661422Z"
566,"1","","2025-02-26T20:55:56.006597Z",565,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0005.jpeg",3.076,"2025-02-26T20:55:56.006621Z"
567,"1","whistle","2025-02-26T20:55:58.502834Z",566,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0006.jpeg",2.231,"2025-02-26T20:55:58.502854Z"
568,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:56:00.553987Z",567,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0007.jpeg",1.788,"2025-02-26T20:56:00.554010Z"
569,"1","whistle","2025-02-26T20:56:04.398728Z",568,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0008.jpeg",3.578,"2025-02-26T20:56:04.398753Z"
570,"1","click","2025-02-26T20:56:06.986632Z",569,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0009.jpeg",2.318,"2025-02-26T20:56:06.986655Z"
571,"1","","2025-02-26T20:56:09.459994Z",570,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0010.jpeg",2.194,"2025-02-26T20:56:09.460016Z"
572,"1","click","2025-02-26T20:56:10.885328Z",571,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0011.jpeg",1.16,"2025-02-26T20:56:10.885349Z"
573,"1","","2025-02-26T20:56:12.653517Z",572,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0012.jpeg",1.509,"2025-02-26T20:56:12.653542Z"
574,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:56:15.059115Z",573,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0013.jpeg",2.132,"2025-02-26T20:56:15.059138Z"
575,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:56:17.137941Z",574,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0014.jpeg",1.797,"2025-02-26T20:56:17.137968Z"
576,"1","","2025-02-26T20:56:18.486814Z",575,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0015.jpeg",1.071,"2025-02-26T20:56:18.486838Z"
577,"1","click","2025-02-26T20:56:20.134925Z",576,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0016.jpeg",1.381,"2025-02-26T20:56:20.134946Z"
578,"1","","2025-02-26T20:56:24.523161Z",577,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0017.jpeg",4.107,"2025-02-26T20:56:24.523186Z"
579,"1","click","2025-02-26T20:56:26.557486Z",578,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0018.jpeg",1.751,"2025-02-26T20:56:26.557508Z"
580,"1","whistle","2025-02-26T20:56:29.782575Z",579,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0019.jpeg",2.957,"2025-02-26T20:56:29.782609Z"
581,"1","click","2025-02-26T20:56:31.579563Z",580,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220450_436-0020.jpeg",1.524,"2025-02-26T20:56:31.579591Z"
582,"1","","2025-02-26T20:56:32.831635Z",581,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0001.jpeg",0.984,"2025-02-26T20:56:32.831659Z"
583,"1","","2025-02-26T20:56:34.305032Z",582,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0002.jpeg",0.996,"2025-02-26T20:56:34.305058Z"
584,"1","","2025-02-26T20:56:38.658225Z",583,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0003.jpeg",4.062,"2025-02-26T20:56:38.658247Z"
585,"1","","2025-02-26T20:56:40.982026Z",584,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0004.jpeg",2.038,"2025-02-26T20:56:40.982048Z"
586,"1","","2025-02-26T20:56:42.191349Z",585,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0005.jpeg",0.935,"2025-02-26T20:56:42.191373Z"
587,"1","","2025-02-26T20:56:43.454907Z",586,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0006.jpeg",0.993,"2025-02-26T20:56:43.454927Z"
588,"1","","2025-02-26T20:56:51.898448Z",587,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0007.jpeg",8.178,"2025-02-26T20:56:51.898470Z"
589,"1","","2025-02-26T20:56:54.522078Z",588,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0008.jpeg",2.325,"2025-02-26T20:56:54.522101Z"
590,"1","","2025-02-26T20:56:55.553577Z",589,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0009.jpeg",0.759,"2025-02-26T20:56:55.553607Z"
591,"1","","2025-02-26T20:56:56.417510Z",590,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0010.jpeg",0.59,"2025-02-26T20:56:56.417531Z"
592,"1","click","2025-02-26T20:56:57.870383Z",591,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0011.jpeg",1.178,"2025-02-26T20:56:57.870406Z"
593,"1","","2025-02-26T20:56:59.087975Z",592,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0012.jpeg",0.934,"2025-02-26T20:56:59.088003Z"
594,"1","click","2025-02-26T20:57:00.782881Z",593,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0013.jpeg",1.418,"2025-02-26T20:57:00.782902Z"
595,"1","","2025-02-26T20:57:01.857729Z",594,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0014.jpeg",0.805,"2025-02-26T20:57:01.857750Z"
596,"1","","2025-02-26T20:57:02.860351Z",595,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0015.jpeg",0.729,"2025-02-26T20:57:02.860376Z"
597,"1","","2025-02-26T20:57:04.997771Z",596,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0016.jpeg",1.857,"2025-02-26T20:57:04.997797Z"
598,"1","","2025-02-26T20:57:05.977804Z",597,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0017.jpeg",0.699,"2025-02-26T20:57:05.977829Z"
599,"1","click","2025-02-26T20:57:08.123815Z",598,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0018.jpeg",1.876,"2025-02-26T20:57:08.123837Z"
600,"1","","2025-02-26T20:57:09.131802Z",599,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0019.jpeg",0.732,"2025-02-26T20:57:09.131826Z"
601,"1","click","2025-02-26T20:57:11.024068Z",600,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220550_436-0020.jpeg",1.588,"2025-02-26T20:57:11.024089Z"
604,"1","","2025-02-28T21:29:40.091151Z",603,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220650_436-0001.jpeg",6.385,"2025-02-28T21:29:40.091173Z"
605,"1","click","2025-02-28T21:29:44.770896Z",604,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220650_436-0002.jpeg",4.409,"2025-02-28T21:29:44.770920Z"
606,"1","click","2025-02-28T21:29:46.951206Z",605,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220650_436-0003.jpeg",1.911,"2025-02-28T21:29:46.951230Z"
607,"1","click","2025-02-28T21:29:49.007538Z",606,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220650_436-0004.jpeg",1.79,"2025-02-28T21:29:49.007564Z"
608,"1","click","2025-02-28T21:29:52.578036Z",607,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_220650_436-0005.jpeg",3.312,"2025-02-28T21:29:52.578060Z"
